"DISTINCTTERM","ABSTRACTNUMBER"
"49.4",11
"pictorial",11
"standard-dose",11
"low-cost",11
"styles",11
"releases",11
"immunizing",11
"oncoproteins",11
"denaturing",11
"september",11
"melanin",11
"perturbation",11
"arrive",11
"categorization",11
"58.0",11
"micronutrients",11
"prompts",11
"molecular-targeted",11
"hybridized",11
"96.5",11
"architectural",11
"kin",11
"primates",11
"euro",11
"vertigo",11
"ventral",11
"smoothing",11
"mineralocorticoid",11
"painting",11
"30-50",11
"disorientation",11
"inconsistencies",11
"spare",11
"long-lived",11
"cm/sec",11
"0.1-0",11
"afferent",11
"wool",11
"89.6",11
"38-year-old",11
"convincingly",11
"reorganization",11
"97.1",11
"centuries",11
"stricture",11
"85.6",11
"3.35",11
"amputations",11
"72.1",11
"68.3",11
"94.4",11
"hypomagnesemia",11
"97.5",11
"thiobarbituric",11
"subfamily",11
"60.3",11
"530",11
"72.0",11
"mucocutaneous",11
"2.38",11
"signed",11
"anticarcinogenic",11
"fluorescein",11
"46.0",11
"leukotriene",11
"immunophenotype",11
"rosiglitazone",11
"receptor-1",11
"race/ethnicity",11
"buffered",11
"uncorrected",11
"deprived",11
"nonviral",11
"religious",11
"protrusion",11
"basing",11
"underdiagnosed",11
"nmol/l",11
"community-acquired",11
"77.3",11
"outlet",11
"checkpoints",11
"requesting",11
"displacing",11
"411",11
"417",11
"10-14",11
"incurred",11
"hydrops",11
"cultivated",11
"myelosuppressive",11
"institutes",11
"nation-wide",11
"0.35-0",11
"hematology",11
"assign",11
"multi-drug",11
"90.9",11
"kaposi",11
"interrogation",11
"longitudinally",11
"grounded",11
"stimulator",11
"435",11
"nonresponding",11
"husbands",11
"apexcardiogram",11
"subsided",11
"protein-2",11
"non-randomized",11
"55.0",11
"ninety-six",11
"entrance",11
"underused",11
"self-esteem",11
"shortens",11
"346",11
"in-patient",11
"navelbine",11
"cost-benefit",11
"6-week",11
"2.30",11
"homograft",11
"analogy",11
"multiplication",11
"2.18",11
"reentrant",11
"anti-neoplastic",11
"post-therapy",11
"equivalence",11
"node-positive",11
"74.2",11
"56.6",11
"fascicular",11
"involuntary",11
"fissures",11
"pyrophosphate",11
"formulate",11
"2.45",11
"cardiomyoplasty",11
"qualities",11
"retrosternal",11
"1.1-2",11
"cardiosclerosis",11
"spreads",11
"spheres",11
"proband",11
"midazolam",11
"smoking-induced",11
"encounters",11
"tags",11
"30-year",11
"intralesional",11
"rehabilitative",11
"0.33-0",11
"reactivated",11
"high-volume",11
"88.8",11
"monoamine",11
"entrapped",11
"mitogens",11
"manipulate",11
"concise",11
"dictated",11
"und",11
"plasmacytoma",11
"haemangioendothelioma",11
"up-regulates",11
"distention",11
"telangiectasia",11
"mug",11
"non-cross-resistant",11
"archives",11
"vertebra",11
"self-help",11
"buccal",11
"germ-cell",11
"0.0025",11
"joined",11
"educate",11
"diphtheria",11
"myeloid-derived",11
"compressing",11
"pack-year",11
"hyperhomocysteinemia",11
"cytokinesis",11
"additions",11
"acid-base",11
"clonality",11
"thereof",11
"life-span",11
"sciences",11
"61.4",11
"beta-actin",11
"axonal",11
"lactone",11
"symbol",11
"necroses",11
"neuropsychiatric",11
"ceramide",11
"up-regulate",11
"substituting",11
"duplicate",11
"agricultural",11
"337",11
"title",11
"paracardiac",11
"protruded",11
"resemblance",11
"linearity",11
"1-week",11
"disrupts",11
"immunomodulator",11
"obliterative",11
"p.p.m",11
"midterm",11
"neurotransmitter",11
"75.4",11
"evade",11
"temozolomide",11
"allografts",11
"time-series",11
"10-12",11
"bronchospasm",11
"embryogenesis",11
"landscape",11
"wives",10
"geriatrics",10
"subsegmental",10
"93.7",10
"1954",10
"ovaries",10
"ending",10
"77.1",10
"deteriorate",10
"crises",10
"arrests",10
"13q",10
"converts",10
"transduce",10
"acute-phase",10
"mandated",10
"79-year-old",10
"6.25",10
"upregulating",10
"powder",10
"enantiomers",10
"77.4",10
"iodine-123",10
"81.7",10
"hyaline",10
"palliated",10
"bright",10
"wishes",10
"87.8",10
"pause",10
"intrathecal",10
"histidine",10
"seronegative",10
"5-yr",10
"paravertebral",10
"hydroxytoluene",10
"52.7",10
"41.0",10
"alternation",10
"67.1",10
"1.07-1",10
"chelators",10
"aerosolized",10
"0.053",10
"march",10
"grains",10
"bifunctional",10
"bronchiogenic",10
"menopausal",10
"insidious",10
"gliomas",10
"tritiated",10
"trade",10
"dermis",10
"bore",10
"irregularly",10
"re-entry",10
"83.9",10
"2.29",10
"58.2",10
"semiautomated",10
"fast-growing",10
"discipline",10
"things",10
"warm",10
"logarithmic",10
"microg/kg/min",10
"-24",10
"defenses",10
"erythromycin",10
"0.92-1",10
"contracture",10
"auxiliary",10
"44.8",10
"569",10
"d1",10
"xenobiotics",10
"one-stage",10
"bone-marrow",10
"ketone",10
"53.6",10
"89.3",10
"sugars",10
"anaphylactic",10
"oxidizing",10
"orphan",10
"kilovoltage",10
"curriculum",10
"friends",10
"misconceptions",10
"53.0",10
"0.36-0",10
"2.83",10
"high-metastatic",10
"thrombophilic",10
"foundries",10
"units/ml",10
"one-step",10
"array-based",10
"2.33",10
"rechallenge",10
"2d",10
"mg/m2/wk",10
"pesticides",10
"aspergillus",10
"topographic",10
"hemangiomas",10
"spiculated",10
"73.9",10
"histotypes",10
"p185",10
"truncus",10
"halothane",10
"78.4",10
"l/min",10
"feline",10
"afternoon",10
"interleukin-12",10
"ignoring",10
"complexities",10
"life-table",10
"underlined",10
"presynaptic",10
"563",10
"71.5",10
"asynchronous",10
"congress",10
"tuberculin",10
"28th",10
"retreatment",10
"pseudocyst",10
"74.8",10
"face-to-face",10
"imminent",10
"2a",10
"2.19",10
"fears",10
"tremor",10
"dinucleotide",10
"executive",10
"equitable",10
"intraabdominal",10
"standardize",10
"immunosuppressant",10
"neurotransmission",10
"53.7",10
"hydrostatic",10
"pretherapeutic",10
"hypoxia-induced",10
"391",10
"intraparenchymal",10
"egg",10
"unexplored",10
"semi-automated",10
"445",10
"ceiling",10
"hypomethylation",10
"one-hundred",10
"realize",10
"cystitis",10
"reexamined",10
"lymphoreticular",10
"0.0017",10
"enigmatic",10
"defence",10
"eliminates",10
"outbreak",10
"gefitinib-induced",10
"synaptic",10
"-0.7",10
"conductivity",10
"hormone-refractory",10
"29.7",10
"keratinocyte",10
"swallowing",10
"relaxant",10
"horizon",10
"flattening",10
"videothoracoscopy",10
"cryptic",10
"thymosin",10
"coexpressed",10
"immunophenotyping",10
"print",10
"isotopes",10
"mantle",10
"optional",10
"11p",10
"coke",10
"interfraction",10
"0.050",10
"ultraviolet",10
"prohormone",10
"60-80",10
"6-min",10
"ban",10
"dyes",10
"alpha-particle",10
"arithmetic",10
"1956",10
"spiculation",10
"13-year",10
"millennium",10
"74.1",10
"-36",10
"pre-ejection",10
"zeta",10
"omentum",10
"avenue",10
"caspase-independent",10
"lab",10
"electronically",10
"2.40",10
"reanalysis",10
"homozygote",10
"promyelocytic",10
"engaging",10
"endotoxin-induced",10
"paths",10
"psychotherapy",10
"united",10
"short-acting",10
"298",10
"expressive",10
"45.1",10
"puberty",10
"ameliorating",10
"one-fifth",10
"hypertonic",10
"80-100",10
"adenylyl",10
"plethysmography",10
"329",10
"587",10
"coaching",10
"tumors/mouse",10
"unirradiated",10
"multisite",10
"ninety-one",10
"stationary",10
"mandates",10
"polarization",10
"ulcerative",10
"prenatally",10
"demethylating",10
"denervation",10
"repeating",10
"multiplicities",10
"formats",10
"intensify",10
"non-platinum",10
"mandibular",10
"secondaries",10
"mg.kg-1",10
"re-expression",10
"51.3",10
"28.0",10
"11p15",10
"mumol/l",10
"phonocardiograms",10
"39.0",10
"exhausted",10
"reaction-single",10
"fire",10
"invasions",10
"postprocedural",10
"fungoides",10
"phrenic",10
"couch",10
"bank",10
"60-70",10
"separations",10
"non-traumatic",10
"welding",10
"inotropes",10
"squares",10
"phosphate-buffered",10
"accidentally",10
"561",10
"polytetrafluoroethylene",10
"1.10-1",10
"dural",10
"desmoplastic",10
"48.9",10
"378",10
"cortisone",10
"cataracts",10
"arrythmias",10
"'ve",10
"chemiluminescent",10
"tropomyosin",10
"2.06",10
"p.o.",10
"urological",10
"streptococcal",10
"fascinating",10
"cardial",10
"encephalomyelitis",10
"12-year-old",10
"backbone",10
"melanotic",10
"generalization",10
"cognition",10
"characters",10
"transients",10
".038",10
"necropsied",10
"nedaplatin",10
"acneiform",10
"1-8",10
"compete",10
"327",10
"unsaturated",10
"sub-group",10
"-3.2",10
"benzodiazepines",10
"98.6",10
"inaccessible",10
"posteroanterior",10
"ophthalmologic",10
"microg/g",10
"sigma",10
"decrement",10
"behcet",10
"non-oat",10
"functioned",10
"mmol/kg",10
"ninety-five",10
"58.4",10
"notwithstanding",10
"96.8",10
"reversion",10
"excisional",10
"2.71",10
"endowed",10
"open-chest",10
"albendazole",10
"noninfectious",10
"mm2",10
"time-to-event",10
"tumour-specific",10
"cross-over",10
"-40",10
"staphylococci",10
"bombesin-like",10
"72.3",10
"unravel",10
"quest",10
"useless",10
"requisite",10
"resumption",10
"cardiosurgery",10
"organizer",10
"differentiates",10
"time-varying",10
"single-blind",10
"38.8",10
"minimise",10
"gene-modified",10
"type-specific",10
"myelin",10
"detached",10
"eicosapentaenoic",10
"75.2",10
"65.2",10
"hypercalcaemia",10
"rigorously",10
"phagocytes",10
"halo",10
"dilutions",10
"suffers",10
"archived",10
"reinforces",10
"atorvastatin",10
"keywords",10
"sensitively",10
"lung-colonizing",10
"74.4",10
"gynecologic",10
"melanocytes",10
"94.1",10
"40.1",10
"high-speed",10
"electrocautery",10
"blurred",10
"oximeter",10
"perpendicular",10
"87.3",10
"immunostains",10
"acid-binding",10
"consultants",10
".029",10
"dense-core",10
"non-operable",10
"present-day",10
"oophorectomy",10
"bioluminescence",10
"insomnia",10
"galectin-3",10
"unaware",10
"eighty-two",10
"46.9",10
"ppb",10
"investment",10
"orchiectomy",10
"76.4",10
"cross-react",10
"teenagers",10
"2-10",10
"30-60",10
"km",10
"p53-independent",10
"30-fold",10
"adapting",10
"-100",10
"non-seminomatous",10
"end-to-end",10
"improper",10
"complementation",10
"hypersecretion",10
"1/5",10
"basics",10
"9-year-old",10
"in-house",10
"practicable",10
"robustly",10
"hemicolectomy",10
"0.0013",10
"54.0",10
"affections",10
"unproven",10
"accentuated",10
"di",10
"hypocalcemia",10
"exhalation",10
"gm",10
"anisotropic",10
"fits",10
"2.98",10
"mycophenolate",10
"74.3",10
"abrogate",10
"corneal",10
"elaboration",10
"post-chemotherapy",10
"ninety-eight",10
"neovascularity",10
"sulfoxide",10
"fluoroscopy-guided",10
"17p13",10
"contouring",10
"posteriorly",10
"leucocytosis",10
"imprint",10
"acromegalic",10
"omitting",10
"carbonate",10
"worry",10
"down-regulates",10
"categorize",10
"concealed",10
"eruption",10
"78.7",10
"90.7",10
"extracting",10
"imposes",10
"fusions",10
"roentgenographically",10
"stimulants",10
"discretion",10
"vascularized",10
"42.2",10
"paraplegia",10
"cyclins",10
"african",10
"1.85",10
"normothermia",10
"voxels",10
"convolution",10
"sealing",10
"ganciclovir",10
"coexisted",10
".011",10
"equitoxic",10
"illumination",10
"65.1",10
"type-1",10
"clinicopathologically",10
"nasogastric",10
"tubule",10
"deliveries",10
"perfectly",10
"wheat",10
"88.2",10
"p-values",10
"mutagens",10
"oxidoreductase",10
"reoxygenation",10
".031",10
"84.6",10
"bax",10
"compartmental",10
"all-trans-retinoic",10
"light-chain",10
"loose",10
"presyncope",10
"undescribed",10
"3-7",10
"immunoelectrophoresis",10
"paternal",10
"allele-specific",10
"polymers",10
"myopathic",10
"incipient",10
"in-situ",10
"catecholaminergic",10
"g/l",10
"sales",10
"hemopoietic",10
"amplicon",10
"ligand-induced",10
"pursuing",10
"glycolytic",10
"perturbed",10
"amphotericin",10
"476",10
"85.2",10
"mediastinoscopic",10
"coincides",10
"1-1",10
"cared",10
"p65",10
"speaking",10
"genistein",10
"supplying",10
"outgrowth",10
"urethan-induced",10
"enormously",10
"napsin",10
"abrogates",10
"23-year-old",10
"gonadal",10
"97.8",10
"glutamate",10
"dithiothreitol",10
"workshops",10
"interviewers",10
"press",10
"0.0023",10
"interruptions",10
"gemcitabine/cisplatin",10
"checklist",10
"peroperative",10
"pipe",10
"all-trans",10
"1/1",10
"full-term",10
"arrived",10
"specialised",10
"toll-like",10
"conflicts",10
"inserting",10
"catheter-based",10
"3:1",10
"hyaluronic",10
"payers",10
"nonbacterial",10
"co-administration",10
"mofetil",10
"40-fold",10
"aseptic",10
"voltage-gated",10
"radiotherapy-induced",10
"thymectomy",10
"caspase-dependent",10
"cofactor",10
"59.0",10
"stimulant",10
"comprehension",10
"plated",10
"neurocognitive",10
"lipoid",10
"meals",10
"3.50",10
"harvest",10
"distended",10
"80.4",10
"unenhanced",10
"sulfhydryl",10
"finds",10
"rhesus",10
"granzyme",10
"chaperone",10
"outlining",10
"interrupting",10
"acid-induced",10
"reverse-transcription",10
"copolymer",10
"1.0-1",10
"homozygosity",10
"utilised",10
"thresholding",10
"pipes",10
"phytochemicals",10
"retransplantation",10
"jaw",10
"laser-induced",10
"clonidine",10
"vasodilating",10
"nonhematological",10
"knocked",10
"anaesthetist",10
"imipramine",10
"91.4",10
"organize",10
"glycosylase",10
"low-intensity",10
"rooms",10
"bioactivation",10
"paraaortic",10
"hyperlipidaemia",10
"sicker",10
"490",10
"avidity",10
"barium",10
"overestimates",10
"hypokalaemia",10
"ligase",10
"95.6",10
"housing",10
"micrograms/kg/min",10
"ml/kg",10
"72.6",10
"nonhuman",10
"bioprosthetic",10
"anulus",10
"respected",10
"endorsement",10
"on-going",10
"frail",10
"electrocardiographically",10
"left-right",10
"-1.5",10
"work-related",10
"cytochromes",10
"colocalization",10
"29.1",10
"dihydrofolate",10
"59.1",10
"urologic",10
"indentation",10
"2.88",10
"mirrored",10
"cons",10
"venules",10
"metoclopramide",10
"beings",10
"avium",10
"behaves",10
"polyphenols",10
"catalyzed",10
"neuropeptides",10
"extraskeletal",10
"rigidity",10
"labels",10
"fluctuation",10
"amphibian",10
"serotype",10
"dominance",10
"standardisation",10
"1.06-1",10
"47.2",10
"hemangiopericytomas",10
"multi",10
"dentistry",10
"nurse-led",10
"rosette",10
"verrucous",10
"antigen-presenting",10
"0.5-0",10
"peanut",10
"retroviruses",10
"51.0",10
"2013",10
"pet",10
"pyothorax",10
"adsorption",10
"6-fold",10
"closures",10
"installed",10
"paranasal",10
"60.9",10
"debris",10
"lingular",9
"directs",9
"dislodgement",9
"myoma",9
"acyanotic",9
"tending",9
"seriousness",9
"2.80",9
"unloading",9
"enumerated",9
"pacing-induced",9
"612",9
"life-long",9
"large-vessel",9
"age-associated",9
"cribriform",9
"63.8",9
"vandetanib",9
"homogenate",9
"nonsynonymous",9
"adhering",9
"treatment-induced",9
"player",9
"haematocrit",9
"silicotic",9
"infarct-related",9
"teachers",9
"dermatological",9
"disparate",9
"chlorambucil",9
"15-fold",9
"18-gauge",9
"digitalized",9
"0.3-0",9
"510",9
"sea",9
"breath-holding",9
"dropping",9
"mesylate",9
"gunshot",9
"valued",9
"70.3",9
"-0.17",9
"pro-survival",9
"tagged",9
"ml-1",9
"proteasomal",9
".017",9
"non-uniform",9
"administrators",9
"textbooks",9
"immunodiffusion",9
"2.3-fold",9
"cancer/testis",9
"facets",9
"spearman",9
"board-certified",9
"confusing",9
"tumor-node-metastasis",9
"b.i.d",9
"haematologic",9
"pan-caspase",9
"mulberry",9
"495",9
"radiopaque",9
"chemoembolization",9
"0.0014",9
"fmol/mg",9
"conducive",9
"720",9
"0.0018",9
"drawbacks",9
"lymphangioma",9
"407",9
"reacts",9
"hamartomatous",9
"anergy",9
"14-year-old",9
"pneumatic",9
"hyperechoic",9
"01",9
"neoangiogenesis",9
"65.9",9
"life-style",9
"complain",9
"25,000",9
"reabsorption",9
"88.6",9
"p53-positive",9
"2.87",9
"postchemotherapy",9
"mixing",9
"0.5-2",9
"granulocyte-colony",9
"vesicle",9
"bacteriological",9
"moderated",9
"hyperfractionation",9
"hypernephroma",9
"adsorbed",9
"1.08-2",9
"staplers",9
"divergence",9
"dynamical",9
"antihistamines",9
"homografts",9
"burned",9
"cumulated",9
"reinfusion",9
"environmentally",9
"delivers",9
"82.2",9
"hypo",9
"tortuous",9
"1.8-2",9
"percussion",9
"posttraumatic",9
"pleural-based",9
"coordinating",9
"meter",9
"97.7",9
"os",9
"fibrogenic",9
"lessen",9
"bimodal",9
"drug-free",9
"multileaf",9
"tumoural",9
"life-year",9
"odontogenic",9
"spans",9
"individualization",9
"informal",9
"ventriculographic",9
"variabilities",9
"coronarography",9
"14th",9
"breakpoint",9
"predictability",9
"glucocorticoid-induced",9
"finished",9
"immune-mediated",9
"blurring",9
"moribund",9
"splenomegaly",9
"trades",9
